subordinate    sub.ordin.ate
procrastinator    pro.crast.in.ator
henhouse    hen.house
kinematics    ki.ne.mat.ics
snobbish    snob.bish
cottony    cotton.y
violated    vio.lat.ed
pebbly    peb.bly
fandom    fan.dom
gutless    gut.less
seaward    sea.ward
transect    tran.sect
monounsaturated    mono.un.sat.ur.at.ed
uncountable    un.count.able
phonemic    phon.em.ic
ethernet    ether.net
dangerousness    danger.ous.ness
cambrian    camb.ri.an
typological    typo.log.ical
bioweapon    bio.weapon
doorstop    door.stop
hydrostatic    hydro.stat.ic
perforce    per.force
pastureland    pasture.land
beneficence    bene.fic.ence
sobriquet    sobriquet
hemorrhaging    hemorrh.ag.ing
majoritarian    major.itarian
embalming    em.balm.ing
twitchy    twitch.y
demolished    de.molish.ed
decimated    de.cimat.ed
rebury    re.bury
disbar    dis.bar
handicapping    handi.cap.ping
ferrous    fer.rous
sluggishness    slugg.ish.ness
smudged    smudg.ed
stovepipe    stove.pipe
adenoma    aden.oma
moraine    mor.aine
blowtorch    blow.torch
cloakroom    cloak.room
collect    collect
zing    zing
impermanence    im.per.manence
jackknife    jack.knife
junky    junk.y
abeyance    a.be.yance
gluteus    glu.te.us
sanctification    sanct.ific.ation
ulceration    ulc.er.ation
callback    call.back
indicated    in.dic.ated
lobotomy    lob.otomy
procreate    pro.cre.ate
ameliorating    a.melior.at.ing
crouched    crouch.ed
legate    leg.ate
modelling    mod.el.ling
diagnostician    diag.no.stici.an
unalloyed    un.alloy.ed
viewscreen    view.screen
foo    foo
unidirectional    un.idirec.tion.al
craw    craw
africanized    africa.nized
walking    walk.ing
sunbelt    sun.belt
sorter    sort.er
circumspection    circum.spect.ion
ineluctable    in.eluct.able
prioritization    priorit.ization
bestial    best.ial
photosphere    photo.sphere
beveled    bevel.ed
dear    dear
distancing    dis.tanc.ing
linden    linden
untucked    un.tuck.ed
footrest    foot.rest
permanency    perman.ency
myrrh    myrrh
treasonous    treason.ous
closet    closet
shortsightedness    short.sight.edness
cockiness    cock.iness
raping    r.ap.ing
territoriality    territor.ial.ity
gladness    glad.ness
informing    in.form.ing
unenlightened    un.en.light.ened
spoilage    spoil.age
exculpatory    ex.culp.at.ory
playable    play.able
indiscreet    in.dis.creet
licence    licence
glutton    glutton
coif    coif
tangentially    tang.ent.ial.ly
bemusement    be.mus.ement
kinfolk    kin.folk
marketeer    markete.er
giddily    giddi.ly
colonia    colon.ia
sunder    sund.er
diminishment    dimin.ish.ment
histrionics    histrion.ics
gazpacho    gaz.pacho
trigonometry    trigono.metry
proofread    proof.read
seditious    se.dit.ious
unblinking    un.blink.ing
reproachful    re.proach.ful
dory    d.ory
spun    spun
archrival    arch.rival
canter    cant.er
typographical    typo.graph.ical
pacification    pac.ific.ation
tippet    tip.pet
contractually    contract.ual.ly
quadrennial    quadrenn.ial
adjuvant    ad.juv.ant
ambulation    am.bulat.ion
idling    idl.ing
stalagmite    stalag.mite
unpopulated    un.popul.at.ed
tenderize    tend.er.ize
aftereffect    after.effect
tahitian    tahiti.an
escarole    escar.ole
operand    op.er.and
rehearsed    re.hears.ed
madrigal    madrig.al
deliriously    deliri.ous.ly
crosswind    cross.wind
fantasia    fantas.ia
snifter    snift.er
cannibalistic    cannib.al.istic
brawler    brawl.er
torus    tor.us
exoplanet    exo.planet
inhaled    in.hal.ed
inconspicuously    in.con.spicu.ous.ly
duffer    duff.er
histamine    hist.amine
aesthete    aesth.ete
plebe    plebe
galosh    gal.osh
hypertrophy    hyper.troph.y
gratis    grat.is
norepinephrine    nor.epinephr.ine
interfacing    inter.fac.ing
anaconda    an.aconda
nonrefundable    non.refund.able
chiasmus    chi.as.mus
cited    cit.ed
reinsurance    re.insur.ance
highlighter    high.light.er
asphyxiation    as.phyxi.ation
honorific    honor.ific
overrate    over.rate
evolutionarily    evolu.tion.arily
druggie    drug.gie
manipulated    manipulat.ed
broad    broad
mutinous    mutin.ous
rolling    rol.ling
flamboyance    flamboy.ance
clapping    clap.ping
encyclopaedia    encyclopaed.ia
persuasiveness    persuasiveness
placemat    place.mat
cladding    clad.ding
abhorrence    ab.horr.ence
bread    bread
hindi    hindi
pushing    push.ing
helpfulness    helpful.ness
outerwear    outer.wear
whispery    whisper.y
cirrus    cirr.us
gatehouse    gate.house
gallium    gall.ium
patois    patois
systematics    system.at.ics
convertibility    con.ver.ti.bil.ity
deportee    de.port.ee
overwinter    over.wint.er
scrum    scrum
unjustifiable    un.just.ifi.able
isometric    iso.met.ric
downslope    down.slope
shaming    sham.ing
cartographic    carto.graph.ic
asinine    asin.ine
souk    souk
rearm    re.arm
misdirection    mis.dir.ec.tion
temblor    temblor
chemise    chemise
shoeless    shoe.less
falconer    falcon.er
bubba    bub.ba
algebraic    algebra.ic
indulgently    in.dulgent.ly
tollbooth    toll.booth
begrudgingly    be.grudg.ing.ly
reinstall    re.install
gangbuster    gangbust.er
poaching    poach.ing
diarist    diar.ist
hundredfold    hundr.ed.fold
crowned    crown.ed
hullabaloo    hullabaloo
sophomoric    sophomoric
hugger    hugg.er
highlighted    high.light.ed
lactate    lact.ate
uselessness    use.less.ness
impeller    im.pell.er
speakeasy    speak.easy
demerit    de.merit
crematorium    crem.at.ori.um
admissibility    ad.miss.ibil.ity
triumphalism    triumph.al.ism
electromagnetism    electro.magnet.ism
nonsurgical    non.surg.ical
depopulation    de.popul.ation
winnable    win.nable
deluded    de.lud.ed
immanence    im.man.ence
shouted    shout.ed
paediatrician    paedi.atr.ici.an
drawstring    draw.string
comportment    com.port.ment
plenum    plen.um
prefecture    pre.fect.ure
irretrievable    ir.re.triev.able
exactitude    exact.it.ude
symbolist    sym.bol.ist
damnable    damn.able
blossoming    blossom.ing
fatness    fat.ness
distressingly    distress.ing.ly
priory    pri.or.y
testing    test.ing
liberalized    liberal.ized
graceless    grace.less
impacted    im.pact.ed
apportionment    ap.portion.ment
flightless    flight.less
typhus    typh.us
gusher    gush.er
toppled    topp.led
microfiber    microfib.er
adieu    a.dieu
chasten    chas.ten
interventionism    interven.tion.ism
rebounding    re.bound.ing
ecoregion    eco.region
circling    circl.ing
crabapple    crab.apple
abridged    a.bridg.ed
unspectacular    un.spectacular
astronomically    astro.nomic.ally
lama    lama
worshipful    worship.ful
shockwave    shock.wave
crookedly    crook.ed.ly
karmic    karm.ic
corncob    corn.cob
monstrously    monstr.ous.ly
squarish    squar.ish
catching    catch.ing
arriving    ar.riv.ing
transmutation    trans.mut.ation
housemaid    house.maid
ova    o.va
preeminently    pre.emin.ent.ly
dejectedly    de.ject.ed.ly
hatter    hatt.er
reassertion    re.assert.ion
bedcover    bed.cover
adios    ad.ios
beamed    beam.ed
nonaggressive    non.aggress.ive
tootsie    tootsie
grabber    grabb.er
stridently    strident.ly
kickball    kick.ball
gooseberry    goose.berry
enlistee    en.list.ee
minotaur    minotaur
revivalist    revival.ist
arboreal    arbor.eal
camphor    camphor
chafing    chaf.ing
licking    lick.ing
oscillating    oscill.at.ing
omniscience    omni.science
charades    charades
miniaturize    mini.at.ur.ize
lepton    lept.on
mayday    may.day
partiality    parti.al.ity
wavefront    wave.front
bier    bier
eavesdropper    eaves.dropp.er
deadwood    dead.wood
daikon    daikon
huck    huck
turboprop    turbo.prop
ulama    ulama
wrongness    wrong.ness
multisensory    multi.sens.ory
catty    catt.y
yaw    yaw
undrafted    un.draft.ed
angiogram    angi.ogram
quintessence    quint.essence
uncompensated    un.compens.at.ed
stuffer    stuff.er
inelastic    in.elast.ic
ape    ape
irradiated    ir.radi.at.ed
constructor    con.struct.or
multitalented    multi.tal.ent.ed
clamorous    clamor.ous
codependency    co.depend.ency
alkyd    alkyd
tumbled    tumb.led
flounce    flounce
niceness    nice.ness
fishhook    fish.hook
adenocarcinoma    adeno.carcin.oma
roadrunner    road.runn.er
wounding    wound.ing
slurred    slur.red
greenhorn    green.horn
screwy    screw.y
marquess    marq.uess
abstruse    abs.truse
dildo    dildo
satyr    satyr
calligraphic    calli.graph.ic
correlative    cor.rel.at.ive
chivalrous    chival.rous
dimensionality    dimen.sion.ali.ty
bigfoot    big.foot
reprocess    re.proce.ss
amortize    a.mort.ize
sacking    sack.ing
inveigh    in.veigh
greening    green.ing
interpolation    inter.pol.ation
scrawled    scrawl.ed
immobilization    im.mo.bil.ization
interweaving    inter.weav.ing
militantly    militant.ly
databank    data.bank
bangladeshi    bangla.des.hi
projectionist    pro.jec.tion.ist
preternaturally    pre.ter.na.tur.al.ly
redistricting    re.dis.trict.ing
luddite    lud.dite
busing    bus.ing
intracellular    in.tra.cellu.lar
anima    a.ni.ma
spitball    spit.ball
roughneck    rough.neck
mailbag    mail.bag
nunnery    nun.nery
glycemic    gly.cem.ic
admin    ad.min
encroaching    en.croach.ing
newt    newt
desiccation    de.sic.cation
acadian    a.ca.dian
pinafore    pi.na.fore
integrally    in.te.gral.ly
composted    com.post.ed
shoehorn    shoe.horn
minicomputer    minicomput.er
zydeco    zy.de.co
phraseology    phrase.ology
brigand    brig.and
manitou    man.itou
balkanization    balk.an.ization
sideswipe    side.swipe
vilification    vil.ific.ation
parathyroid    para.thy.roid
upbraid    up.braid
administered    ad.minis.tered
mammary    mam.mar.y
demagogic    dema.gog.ic
cheerless    cheer.less
hairpiece    hair.piece
entwined    en.twin.ed
unforeseeable    un.fore.see.able
unripe    un.ripe
dreamless    dream.less
copiously    copio.us.ly
madwoman    mad.woman
crankshaft    crank.shaft
tracheal    trache.al
dissolute    dis.solute
dazzlingly    dazzl.ing.ly
priming    prim.ing
looping    loop.ing
displayed    dis.play.ed
negativism    negativ.ism
silhouetted    silhouett.ed
penlight    pen.light
untethered    un.tether.ed
incommensurable    in.commensur.able
xenon    xenon
circumpolar    circum.polar
repaired    re.pair.ed
barometric    barometr.ic
multifarious    mult.if.arious
heuristics    heur.is.tics
gaussian    gauss.ian
badness    bad.ness
metamorphoses    meta.morph.oses
inaccessibility    in.access.ibil.ity
palmtop    palm.top
gift    gift
geodesic    geo.des.ic
infiltrator    in.fil.trat.or
dreamland    dream.land
anklet    ank.let
credulous    cred.ul.ous
salesgirl    sales.girl
cyclotron    cycl.otron
grandmaster    grandmast.er
designed    design.ed
billfold    bill.fold
proboscis    proboscis
spot    spot
gratuitously    gratuit.ous.ly
on    on
backrest    back.rest
riffraff    riff.raff
amalgamate    a.malgam.ate
matriarchal    matri.arch.al
photographically    photo.graph.ic.al.ly
trolling    trol.ling
described    de.scrib.ed
cuteness    cute.ness
silicosis    silic.osis
capo    capo
overcompensate    over.compens.ate
incomparably    in.compar.ab.ly
freehold    free.hold
piezoelectric    piezo.electric
maser    maser
cyan    cyan
self    self
whitefly    white.fly
carry    car.ry
jinks    jinks
smallholder    smallhold.er
prizefighter    prize.fight.er
speedster    speedst.er
resoundingly    re.sound.ing.ly
churlish    churl.ish
immersive    im.mers.ive
minibar    mini.bar
swapping    swap.ping
dicey    dice.y
androgyny    andro.gyn.y
typescript    type.script
groundfish    ground.fish
apostate    a.post.ate
cantor    cant.or
vitiate    vi.tiate
feminine    femin.ine
woodlot    wood.lot
injected    in.ject.ed
xerox    xerox
carpetbagger    carpet.bagg.er
herewith    here.with
caisson    caisson
pigskin    pig.skin
inestimable    in.estim.able
wriggling    wrig.gl.ing
bevel    bevel
copyist    copy.ist
requisition    re.quis.ition
festering    fest.er.ing
binomial    bi.nomial
rasa    rasa
aesthetician    aesthet.ician
mumps    mumps
anatomist    anatom.ist
reconnection    re.connect.ion
uncontaminated    un.contamin.ated
sampled    sam.pled
stillbirth    still.birth
burb    burb
imprecision    im.preci.sion
swift    swift
divisible    di.vi.sible
incongruent    in.con.gru.ent
sleepwalker    sleep.walk.er
fiver    fiv.er
syncopation    syn.cop.ation
moxie    moxie
logarithmic    log.arith.mic
gaiter    gait.er
cupid    cupid
overfishing    over.fish.ing
nonentity    non.ent.ity
unrefined    un.refin.ed
agglomeration    ag.glom.er.ation
ignominy    ignomin.y
personal    person.al
anthropocentric    anthropo.centric
homerun    home.run
narcolepsy    narco.lepsy
beading    bead.ing
tapering    taper.ing
pecker    peck.er
beatitude    beat.itude
andalusian    andal.us.ian
astringent    a.string.ent
extractor    ex.trac.tor
audiometric    audio.metric
pommel    pommel
victimless    victim.less
scribbling    scrib.bl.ing
canape    canape
unproblematic    un.problem.atic
cession    ces.sion
syncopated    syn.cop.at.ed
undemanding    un.demand.ing
sentience    senti.ence
stigmatized    stigmat.ized
varietal    vari.et.al
thresh    thresh
pigmented    pig.ment.ed
unbaked    un.bak.ed
implemented    im.plem.ent.ed
brownfield    brown.field
bushing    bush.ing
suburbanization    sub.urban.ization
much    much
subsoil    sub.soil
lacuna    lacuna
obtrusive    ob.trus.ive
swimwear    swim.wear
bazooka    bazooka
cocksucker    cock.suck.er
regional    region.al
polis    polis
tenancy    ten.anc.y
untangled    un.tangl.ed
thickened    thick.ened
pulpy    pulp.y
blindfolded    blind.fold.ed
commonsensical    common.sens.ical
birdseed    bird.seed
blandishment    bland.ish.ment
wonton    wont.on
ragout    rag.out
springer    spring.er
gamete    gam.ete
placental    plac.ent.al
sanctified    sanct.if.ied
opalescent    opal.escent
spectrometry    spectro.metr.y
steadying    stead.ying
lodger    lodg.er
glibly    glib.ly
alphabetic    alpha.bet.ic
nite    nite
raconteur    racon.teur
concurring    con.cur.ring
dichotomize    di.chotom.ize
duff    duff
megaton    mega.ton
intersubjective    inter.subjec.tive
finitude    finit.ude
salvageable    salvage.able
teamster    teamst.er
webmaster    webmast.er
solvable    solv.able
hot    hot
uppercut    up.per.cut
stifled    stif.led
terrifyingly    terr.ify.ing.ly
flophouse    flop.house
meddlesome    medd.le.some
vivo    vivo
unimagined    un.imag.ined
turnkey    turn.key
intermix    in.termix
tatami    tatami
metafiction    meta.fiction
phaser    phaser
scouring    scour.ing
egregiously    e.gregi.ous.ly
externalizing    ex.ternal.iz.ing
radium    radi.um
firmware    firm.ware
reciprocally    reciproc.ally
aggrandizement    ag.grand.iz.ement
koranic    koran.ic
magnetosphere    magneto.sphere
amusingly    amus.ing.ly
clotted    clot.ted
usurper    usurp.er
atomize    atom.ize
universalist    univers.al.ist
felicitous    felic.it.ous
foredeck    fore.deck
nonfunctional    non.funct.ion.al
canopied    canopi.ed
unguided    un.guid.ed
legitimization    legit.im.ization
ludicrously    ludicro.us.ly
deerskin    deer.skin
hagiography    hagio.graphy
magnetometer    magnetomet.er
unrated    un.rat.ed
limerick    lime.rick
encumbrance    en.cumbr.ance
glycol    gly.col
amniocentesis    amnio.cent.esis
quasi    quasi
deviled    devil.ed
sauropod    sauro.pod
screed    scre.ed
pouty    pout.y
mellifluous    mel.lifluo.us
shipwrecked    ship.wreck.ed
outsourcing    out.sourc.ing
histopathologic    histo.patho.logic
convalescent    con.valesc.ent
piedmont    pied.mont
semiprecious    semi.prec.ious
depopulate    de.popul.ate
amaranth    a.maranth
compromising    com.promis.ing
bewilder    be.wild.er
charism    char.ism
planking    plank.ing
cesarean    cesare.an
bungling    bungl.ing
infamously    in.fam.ous.ly
mutineer    mutine.er
honky    hon.ky
convalescence    con.valesc.ence
inboard    in.board
manta    man.ta
caffeinated    caffe.in.ated
dobsonian    dobson.ian
fanatically    fanat.ical.ly
streetscape    street.scape
walkable    walk.able
scoliosis    scoli.osis
reshaping    re.shap.ing
cellblock    cell.block
salable    sal.able
degeneracy    de.gener.acy
hydroponics    hydro.pon.ics
beached    beach.ed
conveyer    convey.er
rebelliousness    rebel.lious.ness
whisperer    whisper.er
transgressor    trans.gress.or
